scenario,rauschform,rauschstufe_prozent,vorverarbeitung,wiederholung,wiederholungs_seed,verfahren,aktuelle_anzahl_merkmale,aktuelle_anzahl_beobachtungen,kuenstliche_beobachtungen,kuenstliche_merkmale,gefundene_cluster,noise_punkte_dbscan,noise_anteil_dbscan,predicted_noise_share,silhouette_plus,laplacian_auswahl_verwendet,laplacian_ausgewaehlte_merkmale_mit_typ,laplacian_ausgewaehlte_standardmerkmale,laplacian_ausgewaehlte_kuenstliche_merkmale,laplacian_anzahl_standardmerkmale_ausgewaehlt,laplacian_anzahl_kuenstliche_merkmale_ausgewaehlt,intercluster_margin_preprocessing_used,intercluster_margin_threshold,intercluster_removed_points,intercluster_removed_base_points,intercluster_removed_artificial_points,dbscan_eps,dbscan_min_samples,rtkm_alpha
ohne_rauschen,none,0,False,1,101,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,1,101,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,1,101,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,1,101,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,2,102,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,2,102,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,2,102,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,2,102,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,3,103,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,3,103,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,3,103,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,3,103,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,4,104,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,4,104,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,4,104,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,4,104,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,5,105,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,5,105,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,5,105,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,5,105,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,6,106,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,6,106,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,6,106,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,6,106,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,7,107,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,7,107,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,7,107,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,7,107,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,8,108,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,8,108,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,8,108,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,8,108,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,9,109,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,9,109,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,9,109,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,9,109,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,10,110,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,10,110,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,10,110,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,10,110,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,11,111,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,11,111,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,11,111,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,11,111,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,12,112,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,12,112,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,12,112,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,12,112,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,13,113,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,13,113,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,13,113,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,13,113,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,14,114,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,14,114,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,14,114,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,14,114,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,15,115,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,15,115,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,15,115,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,15,115,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,16,116,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,16,116,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,16,116,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,16,116,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,17,117,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,17,117,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,17,117,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,17,117,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,18,118,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,18,118,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,18,118,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,18,118,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,19,119,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,19,119,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,19,119,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,19,119,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,20,120,kmeans,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,20,120,hierarchisch,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,20,120,dbscan,10,1000,0,0,3,0.0,0.0,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
ohne_rauschen,none,0,False,20,120,rtkm,10,1000,0,0,3,,,0.0,0.7411366592435454,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.0
mit_rauschen,ausreisser,10,False,1,101,kmeans,10,1100,100,0,3,,,0.0,0.5728566289262538,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,1,101,hierarchisch,10,1100,100,0,3,,,0.0,0.5616244083710614,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,1,101,dbscan,10,1100,100,0,3,100.0,0.09090909090909091,0.09090909090909091,0.7301507774452548,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,1,101,rtkm,10,1100,100,0,3,,,0.09090909090909091,0.36489404793413077,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,2,102,kmeans,10,1100,100,0,3,,,0.0,0.5638347265447444,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
mit_rauschen,ausreisser,10,False,2,102,hierarchisch,10,1100,100,0,3,,,0.0,0.536063548255407,False,,,,0,0,False,,0,0,0,1.3046433655952605,20,0.091
